document,document_id,arm,arm_id,Outcome value,manually-added outcome value,remove paper,Will be fixable in EPPI - will need to update the JSON file,will need to be fixed via supplementary file merge,Combined follow up,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed
McDowell_1985_A randomized trial of three approaches.pdf,252892,Physician Encouragement,42,14.9,,,,,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,36.3,60,25.2,-,0,0,0,87
McDowell_1985_A randomized trial of three approaches.pdf,252892,Group Health Education,41,16.7,,,,,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,36.3,60,26.2,-,0,0,0,84
McDowell_1985_A randomized trial of three approaches.pdf,252892,Control,43,14.1,,,,,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.3,60,23.4,-,0,0,0,78
McFall 1993.pdf,296294,Maintenance,521,20,,,,,104.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,70,-,-,0,0,0,1147
McFall 1993.pdf,296294,Control,522,24,,,,,104.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,69,-,-,0,0,0,598
McFall 2005.pdf,263192,Integrated Care,298,12,,,,,39.15,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,52.9,12,25.2,-,0,0,0,33
McFall 2005.pdf,263192,Standard Care,299,3,,,,,39.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52.3,3,29.3,-,0,0,0,33
McFall 2010 (c) primary paper.pdf,263193,Integrated care (IC),300,8.9,,,,,78.3,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.4,5.90000000000001,30,US,0,0,0,472
McFall 2010 (c) primary paper.pdf,263193,Control care (SCC),301,4.5,,,,,78.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,6.8,30,US,0,0,0,471
Mercie 2018.pdf,437537,Varenicline group,2605,18,,,,,48,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47,19,19,France,0,1,1,102
Mercie 2018.pdf,437537,Placebo group,2606,7,,,,,48,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44,16,21,France,0,1,1,111
Metz NTR 2007.pdf,296295,group smoking cessation program with telephone booster sessions,523,-,31.3,,,1,52.2,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.2,47.5,14.5,Germany,0,0,0,99
Metz NTR 2007.pdf,296295,group smoking cessation program only,524,-,17.3,,,1,52.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.1,38.2,16.3,Germany,0,0,0,191
Meyer 2012.pdf,296453,Combination,829,12.4,,,,,52.2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41.3,47.3,-,Germany,0,0,0,748
Meyer 2012.pdf,296453,Brief advice,831,7.9,,,,,52.2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.2,47,-,Germany,0,0,0,421
Meyer 2012.pdf,296453,Tailored letters,830,8.5,,,,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,40,-,Germany,0,0,0,1121
Meyer_2008_Proactive interventions for smoking cessation in_10.1111j.1360-0443.2007.02031.x.pdf,252893,Tailored Letters,44,10.2,,,,,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.8,50.4,16.4,Germany,0,0,0,488
Meyer_2008_Proactive interventions for smoking cessation in_10.1111j.1360-0443.2007.02031.x.pdf,252893,Assessment only,46,6.7,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,49.3,16.2,Germany,0,0,0,609
Meyer_2008_Proactive interventions for smoking cessation in_10.1111j.1360-0443.2007.02031.x.pdf,252893,Brief Advice,45,9.7,,,,,-,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,33.1,44.5,16.9,Germany,0,0,0,402
Meysman 2010.pdf,296363,Control group,432,-,,1,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.2,37,-,Flemish,0,1,1,180
Meysman 2010.pdf,296363,Experimental group,431,-,,1,,,26.1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,43.2,37,-,Flemish,0,1,1,178
Miguez 2002.pdf,296296,Telephone,525,27,,,,,52.2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.7,38,27.3,Spain,0,0,0,100
Miguez 2002.pdf,296296,Self-help,526,14,,,,,52.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.1,38,28,Spain,0,0,0,100
Miguez NTR 2008.pdf,296297,Telephone,527,21.2,,,,,52.2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36.8,45.8,27.7,Spain,0,0,0,118
Miguez NTR 2008.pdf,296297,Self-help,528,9.1,,,,,52.2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.4,45.5,26.5,Spain,0,0,0,110
Miller 1997 (c) primary paper.pdf,263197,Intensive intervention,302,27,,,,,52.2,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-,-,-,United States,0,0,0,540
Miller 1997 (c) primary paper.pdf,263197,Usual care,304,20,,,,,52.2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,-,-,United States,0,0,0,942
Miller 1997 (c) primary paper.pdf,263197,Minimal intervention,303,22,,,,,52.2,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-,-,-,United States,0,0,0,460
Mohiuddin-2007.pdf,263200,Usual care,306,9,,,,,104.4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55.5,44,22,-,0,0,0,100
Mohiuddin-2007.pdf,263200,Intervention,305,39,,,,,104.4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,54,31,26,-,0,0,0,109
Morgan_1996_Reaching midlife and older smokers tailored.pdf,252894,Physician-delivered brief advice (Immediate Intervention),13,17.8,,,,,-,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,60.9,54.5,19,-,0,0,0,279
Morgan_1996_Reaching midlife and older smokers tailored.pdf,252894,Control (Delayed),48,9.3,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.5,57.6,20.9,-,0,0,0,380
Morillo-Verdugo 2018.pdf,437539,Intervention group,2296,37.9,,,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53.6,9.40000000000001,19.4,Spain,0,0,0,21
Morillo-Verdugo 2018.pdf,437539,Control group,2297,12.5,,,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.6,9.40000000000001,17.6,Spain,0,0,0,18
Mueller 2012.pdf,263202,Experimental Group (EG),307,-,0,,,1,26.1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,44,30.2,25.5,Switzerland,0,0,0,25
Mueller 2012.pdf,263202,Control Group (CG),308,6,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,44,28,30.5,Switzerland,0,0,0,33
Mundt 2019.pdf,437461,Control group,2197,13.8,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,60.6,17.4,-,0,0,0,952
Mundt 2019.pdf,437461,Intervention group,2196,21.6,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,17,-,0,0,0,948
Muramoto 2007.pdf,319593,Placebo,659,6,,,,,6,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-,41.7,-,-,0,1,1,103
Muramoto 2007.pdf,319593,150mg/d sustained release (SR) buproprion (150mg AM),658,11,,,,,6,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-,53.3,-,-,0,1,1,105
Muramoto 2007.pdf,319593,300mg/d sustained release (SR) buproprion (150mg AM 150mg PM),657,14,,,,,6,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-,42.3,-,-,0,1,1,104
Murray 2008.pdf,263209,Control,310,2.5,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,49.2,-,UK,0,0,0,3
Murray 2008.pdf,263209,Intervention,309,3.5,,,,,26.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,46.6,48.1,-,UK,1,0,0,3
Mussulman 2018.pdf,437541,Warm handoff,2636,45.5,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,24,16.8,-,1,0,0,11
Mussulman 2018.pdf,437541,Fax,2637,14.3,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,24,16.8,-,1,0,0,14
Myles 1996.pdf,263210,Message group,311,9.5,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38,36,20,-,0,0,0,185
Myles 1996.pdf,263210,Control group,312,7.9,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37.1,33,21.3,-,0,0,0,178
Nagle 2005.pdf,263211,Control,314,13.9,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-,66.8,-,Australia,0,0,0,711
Nagle 2005.pdf,263211,Intervention,313,11.7,,,,,52.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,-,60.5,-,Australia,0,0,0,711
Nakkash 2018.pdf,437542,Control,2639,-,,1,,,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.28,51.1,-,multinational,0,0,0,606
Nakkash 2018.pdf,437542,Intervention,2638,-,,1,,,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,51.6,-,multinational,0,0,0,673
Naughton 2014.pdf,423254,Intervention,1970,-,27.1,,1,,-,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,42.3,53.2,18.4,-,0,0,0,299
Naughton 2014.pdf,423254,Control,1971,-,23.4,,1,,-,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41.3,52.1,18.2,-,0,0,0,303
Nelson 2019.pdf,437463,Snus + Information,2285,1.4,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,41.5,50,18.7,US,0,0,1,218
Nelson 2019.pdf,437463,Nicotine Lozenge,2287,0.9,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.4,51.6,19.2,US,0,0,1,213
Nelson 2019.pdf,437463,Snus,2286,1.4,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.4,51.4,19.4,US,0,0,1,218
Nevid 1997.pdf,263212,Multicomponent Behavioral Group,315,8,,,,,52.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,43.39,53.8,22.93,-,0,0,0,39
Nevid 1997.pdf,263212,Enhanced Self-help Control Group,316,7,,,,,52.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.95,44.4,19.78,-,0,0,0,54
Ng 2010 DONE IN PILOT.pdf,263213,Cessation clinic (CC),318,30.3,,,,,26.1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,54.9,-,11.1,Indonesia,0,0,0,38
Ng 2010 DONE IN PILOT.pdf,263213,Doctors advise (DA),317,36.8,,,,,26.1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,58.2,-,10.6,Indonesia,0,0,0,33
Nguyen Thanh 2019.pdf,437464,Control,2295,20.6,,,,,52.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.6,64,16,-,0,0,0,1236
Nguyen Thanh 2019.pdf,437464,Intervention,2294,20.9,,,,,52.2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.2,65.7,16,-,0,0,0,1242
Nollen 2007.pdf,296454,Standard care,833,14.4,,,,,26.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,43.1,65.2,18,United States,0,0,0,250
Nollen 2007.pdf,296454,Targeted,832,18,,,,,26.1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,42.8,55.2,17.9,United States,0,0,0,250
Nomura 2019.pdf,437465,Telemedicine,2300,74.1,,,,,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,55,22,-,Japan,0,0,0,58
Nomura 2019.pdf,437465,Control,2301,71.9,,,,,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,53,16,-,Japan,1,0,0,57
Noonan 2018.pdf,437545,Scheduled Gradual Reduction (SGR) Group,2343,15,,,,,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-,75.05,-,-,0,0,0,20
Noonan 2018.pdf,437545,Control Group,2344,5.3,,,,,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,50,-,-,0,0,0,20
O'Cleirigh 2018.pdf,423119,Treatment,2111,-,46,,1,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,1,-
O'Cleirigh 2018.pdf,423119,Control,2112,-,5,,1,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,1,-
O'Malley 2018.pdf,437546,Placebo,2363,0,,,,,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.7,29.8,-,-,0,1,1,67
O'Malley 2018.pdf,437546,Varenicline,2362,13,,,,,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.7,29.8,-,-,0,1,1,64
O'Neill 2000.pdf,319594,Control condition - health focused,661,14,,,,,30.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,-,-,-,0,0,0,-
O'Neill 2000.pdf,319594,Experimental condition - smoking focused,660,19,,,,,30.45,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,-,-,-,0,0,0,-
OXCHECK 1994.pdf,296367,Intervention,439,4,,,,,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,49,56,-,-,0,0,0,2136
OXCHECK 1994.pdf,296367,Controls,441,5,,,,,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,56,-,-,0,0,0,3988
Ockene 1991.pdf,296298,Counseling,530,11,,,,,26.1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,35,59,23,-,0,1,1,-
Ockene 1991.pdf,296298,Counseling plus NCG (nicotine-containing gum),529,17,,,,,26.1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,35,56,23,-,0,1,1,-
Ockene 1991.pdf,296298,Advice only,531,9.1,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,35,55,22,-,0,1,1,-
Okuyemi 2007.pdf,263215,Comparison,320,9.35,,,,,26.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,63.6,16,United States,0,0,0,107
Okuyemi 2007.pdf,263215,Treatment,319,7.6,,,,,26.1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,80.3,19,United States,0,0,0,66
Okuyemi 2013 (c) primary paper.pdf,263216,Standard Care,322,5.6,,,,,26,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,44.2,23.8,19.4,USA,0,0,0,214
Okuyemi 2013 (c) primary paper.pdf,263216,Motivational Interviewing (MI),321,9.3,,,,,26,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,44.5,26.9,19.1,USA,0,0,0,216
Orleans 1991.pdf,296299,Self-quitting materials + social support instructions + telephone counseling (MST),532,21.5,,,,,16,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.4,-,26,United States,0,0,0,474
Orleans 1991.pdf,296299,Control (C),535,15.2,,,,,16,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.4,-,26,United States,0,0,0,465
Orleans 1991.pdf,296299,Self-quitting materials (M),534,13.7,,,,,16,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.4,-,26,United States,0,0,0,467
Orleans 1991.pdf,296299,Self-quitting materials + social support instructions (MS),533,12.3,,,,,16,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.4,-,26,United States,0,0,0,471
Orleans 1998.pdf,296300,Standard,537,9.1,,,,,26.1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,63.6,-,United States,0,0,0,-
Orleans 1998.pdf,296300,Tailored,536,10.1,,,,,26.1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,63.6,-,United States,0,0,0,-
Osinubi 2003.pdf,296301,Control,539,6.9,,,,,26.1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,52.71,3.40000000000001,21.38,-,0,0,0,29
Osinubi 2003.pdf,296301,Intervention FREE & CLEAR,538,16.7,,,,,26.1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,51.5,10,22.2,-,0,0,0,30
Ossip-Klein 1991.pdf,296302,Manual + hotline,540,13.5,,,,,78.3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43.32,63.6,27.96,-,0,0,0,894
Ossip-Klein 1991.pdf,296302,Manual alone,541,10.8,,,,,78.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43.6,63,27.49,-,0,0,0,919
Ostroff 2014.pdf,263218,Best Practices (BP),324,32,,,,,26.1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,55.4,57,20.6,-,1,0,0,89
Ostroff 2014.pdf,263218,Best Practices + Scheduled Reduced Smoking (BP+SRS),323,32,,,,,26.1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,56.4,49,18.5,-,1,0,0,95
Owen 1989.pdf,296460,Personalized course,834,10,,,,,39.15,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,-,27.6,Australia,0,0,0,82
Owen 1989.pdf,296460,Control,836,7,,,,,39.15,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,-,27.6,Australia,0,0,0,40
